id,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,serial_number,serial_number_1
11712,2014,N,Administrative and Support Services,c_6-9,Total income,582,DOLLARS(millions),15206,15206
11734,2016,N,Administrative and Support Services,g_100-199,Total income,806,DOLLARS(millions),15207,15207
11895,2012,N,Administrative and Support Services,f_50-99,Total expenditure,498,DOLLARS(millions),15208,15208
11904,2013,N,Administrative and Support Services,f_50-99,Total expenditure,648,DOLLARS(millions),15209,15209
12049,2018,N,Administrative and Support Services,g_100-199,Fixed tangible assets,167,DOLLARS(millions),15210,15210
12053,2019,N,Administrative and Support Services,b_1-5,Fixed tangible assets,398,DOLLARS(millions),15211,15211
12069,2020,N,Administrative and Support Services,i_Industry_Total,Fixed tangible assets,3379,DOLLARS(millions),15212,15212
12126,2016,N,Administrative and Support Services,c_6-9,Rolling mean employees,4311,COUNT,15213,15213
12154,2019,N,Administrative and Support Services,d_10-19,Rolling mean employees,7413,COUNT,15214,15214
12203,2013,N,Administrative and Support Services,h_200+,Salaries and wages paid,1248,DOLLARS(millions),15215,15215
12215,2015,N,Administrative and Support Services,b_1-5,Salaries and wages paid,357,DOLLARS(millions),15216,15216
12276,2021,N,Administrative and Support Services,i_Industry_Total,Salaries and wages paid,4770,DOLLARS(millions),15217,15217
12344,2018,N,Administrative and Support Services,e_20-49,Operating profit before tax,113,DOLLARS(millions),15218,15218
12367,2021,N,Administrative and Support Services,a_0,Operating profit before tax,387,DOLLARS(millions),15219,15219
12394,2013,N,Administrative and Support Services,a_0,"Sales, government funding, grants and subsidies",1673,DOLLARS(millions),15220,15220
12565,2021,O,Public Administration and Safety,a_0,Total assets,428,DOLLARS(millions),15221,15221
12578,2011,O,Public Administration and Safety,e_20-49,Total income,74,DOLLARS(millions),15222,15222
12641,2018,O,Public Administration and Safety,e_20-49,Total income,123,DOLLARS(millions),15223,15223
12649,2019,O,Public Administration and Safety,d_10-19,Total income,97,DOLLARS(millions),15224,15224
12662,2020,O,Public Administration and Safety,h_200+,Total income,939,DOLLARS(millions),15225,15225
12670,2021,O,Public Administration and Safety,g_100-199,Total income,112,DOLLARS(millions),15226,15226
12685,2012,O,Public Administration and Safety,d_10-19,Activity unit,69,COUNT,15227,15227
12706,2014,O,Public Administration and Safety,g_100-199,Activity unit,6,COUNT,15228,15228
12714,2015,O,Public Administration and Safety,f_50-99,Activity unit,9,COUNT,15229,15229
12749,2019,O,Public Administration and Safety,e_20-49,Activity unit,42,COUNT,15230,15230
12753,2019,O,Public Administration and Safety,i_Industry_Total,Activity unit,1023,COUNT,15231,15231
12896,2013,O,Public Administration and Safety,h_200+,Fixed tangible assets,91,DOLLARS(millions),15232,15232
12957,2020,O,Public Administration and Safety,f_50-99,Fixed tangible assets,10,DOLLARS(millions),15233,15233
12988,2013,O,Public Administration and Safety,a_0,Rolling mean employees,0,COUNT,15234,15234
13039,2018,O,Public Administration and Safety,g_100-199,Rolling mean employees,1440,COUNT,15235,15235
13166,2021,O,Public Administration and Safety,h_200+,Salaries and wages paid,598,DOLLARS(millions),15236,15236
13260,2021,O,Public Administration and Safety,c_6-9,Operating profit before tax,9,DOLLARS(millions),15237,15237
13288,2013,O,Public Administration and Safety,d_10-19,"Sales, government funding, grants and subsidies",62,DOLLARS(millions),15238,15238
13485,2013,P,Education and Training,c_6-9,Total income,222,DOLLARS(millions),15239,15239
13518,2016,P,Education and Training,i_Industry_Total,Total income,4211,DOLLARS(millions),15240,15240
13520,2017,P,Education and Training,b_1-5,Total income,397,DOLLARS(millions),15241,15241
13558,2021,P,Education and Training,d_10-19,Total income,623,DOLLARS(millions),15242,15242
13566,2011,P,Education and Training,c_6-9,Activity unit,534,COUNT,15243,15243
13660,2021,P,Education and Training,g_100-199,Activity unit,24,COUNT,15244,15244
13664,2011,P,Education and Training,b_1-5,Total expenditure,302,DOLLARS(millions),15245,15245
13691,2014,P,Education and Training,b_1-5,Total expenditure,307,DOLLARS(millions),15246,15246
13725,2017,P,Education and Training,i_Industry_Total,Total expenditure,3963,DOLLARS(millions),15247,15247
13738,2019,P,Education and Training,d_10-19,Total expenditure,561,DOLLARS(millions),15248,15248
13751,2020,P,Education and Training,h_200+,Total expenditure,1314,DOLLARS(millions),15249,15249
13773,2012,P,Education and Training,c_6-9,Fixed tangible assets,76,DOLLARS(millions),15250,15250
13891,2014,P,Education and Training,d_10-19,Rolling mean employees,9126,COUNT,15251,15251
13930,2018,P,Education and Training,g_100-199,Rolling mean employees,5001,COUNT,15252,15252
13957,2021,P,Education and Training,g_100-199,Rolling mean employees,3336,COUNT,15253,15253
13977,2012,P,Education and Training,i_Industry_Total,Salaries and wages paid,1605,DOLLARS(millions),15254,15254
14090,2014,P,Education and Training,e_20-49,Operating profit before tax,31,DOLLARS(millions),15255,15255
14120,2017,P,Education and Training,h_200+,Operating profit before tax,81,DOLLARS(millions),15256,15256
14327,2018,Q,Health Care and Social Assistance,h_200+,Total assets,5761,DOLLARS(millions),15257,15257
14496,2015,Q,Health Care and Social Assistance,f_50-99,Activity unit,258,COUNT,15258,15258
14545,2021,Q,Health Care and Social Assistance,a_0,Activity unit,12954,COUNT,15259,15259
14560,2011,Q,Health Care and Social Assistance,g_100-199,Total expenditure,900,DOLLARS(millions),15260,15260
14568,2012,Q,Health Care and Social Assistance,f_50-99,Total expenditure,1169,DOLLARS(millions),15261,15261
14608,2017,Q,Health Care and Social Assistance,a_0,Total expenditure,1511,DOLLARS(millions),15262,15262
14630,2019,Q,Health Care and Social Assistance,e_20-49,Total expenditure,2209,DOLLARS(millions),15263,15263
14632,2019,Q,Health Care and Social Assistance,g_100-199,Total expenditure,2300,DOLLARS(millions),15264,15264
14669,2012,Q,Health Care and Social Assistance,h_200+,Fixed tangible assets,1564,DOLLARS(millions),15265,15265
14740,2020,Q,Health Care and Social Assistance,g_100-199,Fixed tangible assets,3033,DOLLARS(millions),15266,15266
14778,2013,Q,Health Care and Social Assistance,i_Industry_Total,Rolling mean employees,141231,COUNT,15267,15267
14872,2013,Q,Health Care and Social Assistance,d_10-19,Salaries and wages paid,467,DOLLARS(millions),15268,15268
14943,2021,Q,Health Care and Social Assistance,c_6-9,Salaries and wages paid,488,DOLLARS(millions),15269,15269
14981,2014,Q,Health Care and Social Assistance,e_20-49,Operating profit before tax,148,DOLLARS(millions),15270,15270
15040,2021,Q,Health Care and Social Assistance,a_0,Operating profit before tax,981,DOLLARS(millions),15271,15271
15109,2017,Q,Health Care and Social Assistance,g_100-199,"Sales, government funding, grants and subsidies",1824,DOLLARS(millions),15272,15272
15212,2018,R,Arts and Recreation Services,b_1-5,Total assets,1304,DOLLARS(millions),15273,15273
15228,2019,R,Arts and Recreation Services,i_Industry_Total,Total assets,10210,DOLLARS(millions),15274,15274
15351,2011,R,Arts and Recreation Services,f_50-99,Activity unit,48,COUNT,15275,15275
15399,2016,R,Arts and Recreation Services,i_Industry_Total,Activity unit,9810,COUNT,15276,15276
15531,2020,R,Arts and Recreation Services,f_50-99,Total expenditure,468,DOLLARS(millions),15277,15277
15634,2021,R,Arts and Recreation Services,a_0,Fixed tangible assets,2037,DOLLARS(millions),15278,15278
15696,2016,R,Arts and Recreation Services,i_Industry_Total,Rolling mean employees,36357,COUNT,15279,15279
15765,2013,R,Arts and Recreation Services,f_50-99,Salaries and wages paid,131,DOLLARS(millions),15280,15280
15806,2018,R,Arts and Recreation Services,b_1-5,Salaries and wages paid,167,DOLLARS(millions),15281,15281
15868,2014,R,Arts and Recreation Services,a_0,Operating profit before tax,110,DOLLARS(millions),15282,15282
15869,2014,R,Arts and Recreation Services,b_1-5,Operating profit before tax,2,DOLLARS(millions),15283,15283
16083,2015,S,Other Services,i_Industry_Total,Total assets,11592,DOLLARS(millions),15284,15284
16151,2012,S,Other Services,e_20-49,Total income,833,DOLLARS(millions),15285,15285
16153,2012,S,Other Services,g_100-199,Total income,443,DOLLARS(millions),15286,15286
16169,2014,S,Other Services,e_20-49,Total income,1048,DOLLARS(millions),15287,15287
16187,2016,S,Other Services,e_20-49,Total income,1292,DOLLARS(millions),15288,15288
16227,2020,S,Other Services,i_Industry_Total,Total income,12154,DOLLARS(millions),15289,15289
16293,2017,S,Other Services,c_6-9,Activity unit,1602,COUNT,15290,15290
16317,2019,S,Other Services,i_Industry_Total,Activity unit,22806,COUNT,15291,15291
16319,2020,S,Other Services,b_1-5,Activity unit,8871,COUNT,15292,15292
16328,2021,S,Other Services,b_1-5,Activity unit,8958,COUNT,15293,15293
16332,2021,S,Other Services,f_50-99,Activity unit,66,COUNT,15294,15294
16341,2011,S,Other Services,f_50-99,Total expenditure,315,DOLLARS(millions),15295,15295
16378,2015,S,Other Services,g_100-199,Total expenditure,337,DOLLARS(millions),15296,15296
16409,2019,S,Other Services,b_1-5,Total expenditure,2905,DOLLARS(millions),15297,15297
16414,2019,S,Other Services,g_100-199,Total expenditure,229,DOLLARS(millions),15298,15298
16516,2020,S,Other Services,a_0,Fixed tangible assets,1319,DOLLARS(millions),15299,15299
16583,2016,S,Other Services,e_20-49,Rolling mean employees,7815,COUNT,15300,15300
16609,2019,S,Other Services,d_10-19,Rolling mean employees,12132,COUNT,15301,15301
16674,2015,S,Other Services,f_50-99,Salaries and wages paid,185,DOLLARS(millions),15302,15302
16679,2016,S,Other Services,b_1-5,Salaries and wages paid,884,DOLLARS(millions),15303,15303
16687,2017,S,Other Services,a_0,Salaries and wages paid,206,DOLLARS(millions),15304,15304
16711,2019,S,Other Services,g_100-199,Salaries and wages paid,89,DOLLARS(millions),15305,15305
16746,2012,S,Other Services,f_50-99,Operating profit before tax,15,DOLLARS(millions),15306,15306
16771,2015,S,Other Services,d_10-19,Operating profit before tax,29,DOLLARS(millions),15307,15307
16879,2016,S,Other Services,d_10-19,"Sales, government funding, grants and subsidies",1353,DOLLARS(millions),15308,15308
16980,2017,all,All Industries,j_Grand_Total,Fixed tangible assets,468656,DOLLARS(millions),15309,15309
16990,2016,all,All Industries,j_Grand_Total,Rolling mean employees,1716477,COUNT,15310,15310
17028,2021,all,All Industries,j_Grand_Total,"Sales, government funding, grants and subsidies",674890,DOLLARS(millions),15311,15311
6,2011,A,"Agriculture, Forestry and Fishing",f_50-99,Total assets,2067,DOLLARS(millions),15312,15312
14,2012,A,"Agriculture, Forestry and Fishing",e_20-49,Total assets,4306,DOLLARS(millions),15313,15313
37,2015,A,"Agriculture, Forestry and Fishing",a_0,Total assets,60767,DOLLARS(millions),15314,15314
106,2011,A,"Agriculture, Forestry and Fishing",g_100-199,Total income,364,DOLLARS(millions),15315,15315
112,2012,A,"Agriculture, Forestry and Fishing",d_10-19,Total income,2818,DOLLARS(millions),15316,15316
232,2014,A,"Agriculture, Forestry and Fishing",g_100-199,Activity unit,30,COUNT,15317,15317
245,2016,A,"Agriculture, Forestry and Fishing",b_1-5,Activity unit,20940,COUNT,15318,15318
293,2021,A,"Agriculture, Forestry and Fishing",e_20-49,Activity unit,648,COUNT,15319,15319
322,2013,A,"Agriculture, Forestry and Fishing",g_100-199,Total expenditure,490,DOLLARS(millions),15320,15320
345,2016,A,"Agriculture, Forestry and Fishing",c_6-9,Total expenditure,3204,DOLLARS(millions),15321,15321
359,2017,A,"Agriculture, Forestry and Fishing",h_200+,Total expenditure,1292,DOLLARS(millions),15322,15322
385,2020,A,"Agriculture, Forestry and Fishing",g_100-199,Total expenditure,714,DOLLARS(millions),15323,15323
417,2013,A,"Agriculture, Forestry and Fishing",c_6-9,Fixed tangible assets,6081,DOLLARS(millions),15324,15324
524,2014,A,"Agriculture, Forestry and Fishing",b_1-5,Rolling mean employees,39330,COUNT,15325,15325
595,2011,A,"Agriculture, Forestry and Fishing",a_0,Salaries and wages paid,279,DOLLARS(millions),15326,15326
623,2014,A,"Agriculture, Forestry and Fishing",b_1-5,Salaries and wages paid,1765,DOLLARS(millions),15327,15327
626,2014,A,"Agriculture, Forestry and Fishing",e_20-49,Salaries and wages paid,505,DOLLARS(millions),15328,15328
634,2015,A,"Agriculture, Forestry and Fishing",d_10-19,Salaries and wages paid,613,DOLLARS(millions),15329,15329
680,2020,A,"Agriculture, Forestry and Fishing",e_20-49,Salaries and wages paid,770,DOLLARS(millions),15330,15330
834,2015,A,"Agriculture, Forestry and Fishing",f_50-99,"Sales, government funding, grants and subsidies",1035,DOLLARS(millions),15331,15331
907,2012,B,Mining,g_100-199,Total assets,1363,DOLLARS(millions),15332,15332
950,2017,B,Mining,e_20-49,Total assets,C,DOLLARS(millions),15333,15333
953,2017,B,Mining,h_200+,Total assets,C,DOLLARS(millions),15334,15334
1089,2021,B,Mining,i_Industry_Total,Total income,4687,DOLLARS(millions),15335,15335
1135,2016,B,Mining,a_0,Activity unit,414,COUNT,15336,15336
1149,2017,B,Mining,f_50-99,Activity unit,12,COUNT,15337,15337
1229,2015,B,Mining,e_20-49,Total expenditure,1026,DOLLARS(millions),15338,15338
1287,2021,B,Mining,i_Industry_Total,Total expenditure,4390,DOLLARS(millions),15339,15339
1291,2011,B,Mining,d_10-19,Fixed tangible assets,162,DOLLARS(millions),15340,15340
1330,2015,B,Mining,g_100-199,Fixed tangible assets,C,DOLLARS(millions),15341,15341
1342,2017,B,Mining,a_0,Fixed tangible assets,1974,DOLLARS(millions),15342,15342
1481,2021,B,Mining,e_20-49,Rolling mean employees,786,COUNT,15343,15343
1487,2011,B,Mining,b_1-5,Salaries and wages paid,50,DOLLARS(millions),15344,15344
1583,2021,B,Mining,h_200+,Salaries and wages paid,183,DOLLARS(millions),15345,15345
1665,2019,B,Mining,i_Industry_Total,Operating profit before tax,C,DOLLARS(millions),15346,15346
1676,2021,B,Mining,b_1-5,Operating profit before tax,31,DOLLARS(millions),15347,15347
1697,2012,B,Mining,e_20-49,"Sales, government funding, grants and subsidies",883,DOLLARS(millions),15348,15348
1716,2014,B,Mining,f_50-99,"Sales, government funding, grants and subsidies",523,DOLLARS(millions),15349,15349
1744,2017,B,Mining,g_100-199,"Sales, government funding, grants and subsidies",C,DOLLARS(millions),15350,15350
1757,2019,B,Mining,b_1-5,"Sales, government funding, grants and subsidies",540,DOLLARS(millions),15351,15351
1851,2018,C,Manufacturing,f_50-99,Total assets,7633,DOLLARS(millions),15352,15352
2011,2014,C,Manufacturing,d_10-19,Activity unit,1875,COUNT,15353,15353
2056,2019,C,Manufacturing,d_10-19,Activity unit,1917,COUNT,15354,15354
2113,2014,C,Manufacturing,g_100-199,Total expenditure,10158,DOLLARS(millions),15355,15355
2192,2012,C,Manufacturing,e_20-49,Fixed tangible assets,1866,DOLLARS(millions),15356,15356
2210,2014,C,Manufacturing,e_20-49,Fixed tangible assets,1778,DOLLARS(millions),15357,15357
2268,2020,C,Manufacturing,i_Industry_Total,Fixed tangible assets,30901,DOLLARS(millions),15358,15358
2306,2014,C,Manufacturing,b_1-5,Rolling mean employees,14961,COUNT,15359,15359
2316,2015,C,Manufacturing,c_6-9,Rolling mean employees,12807,COUNT,15360,15360
2361,2020,C,Manufacturing,c_6-9,Rolling mean employees,13449,COUNT,15361,15361
2421,2015,C,Manufacturing,i_Industry_Total,Salaries and wages paid,13687,DOLLARS(millions),15362,15362
2527,2016,C,Manufacturing,g_100-199,Operating profit before tax,701,DOLLARS(millions),15363,15363
2603,2014,C,Manufacturing,b_1-5,"Sales, government funding, grants and subsidies",3650,DOLLARS(millions),15364,15364
2613,2015,C,Manufacturing,c_6-9,"Sales, government funding, grants and subsidies",2288,DOLLARS(millions),15365,15365
2625,2016,C,Manufacturing,f_50-99,"Sales, government funding, grants and subsidies",11249,DOLLARS(millions),15366,15366
2660,2020,C,Manufacturing,e_20-49,"Sales, government funding, grants and subsidies",11856,DOLLARS(millions),15367,15367
2687,2012,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total assets,836,DOLLARS(millions),15368,15368
2737,2018,D,"Electricity, Gas, Water and Waste Services",a_0,Total assets,5943,DOLLARS(millions),15369,15369
2903,2014,D,"Electricity, Gas, Water and Waste Services",e_20-49,Activity unit,33,COUNT,15370,15370
2924,2016,D,"Electricity, Gas, Water and Waste Services",h_200+,Activity unit,15,COUNT,15371,15371
2942,2018,D,"Electricity, Gas, Water and Waste Services",h_200+,Activity unit,18,COUNT,15372,15372
3006,2014,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total expenditure,14768,DOLLARS(millions),15373,15373
3013,2015,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total expenditure,930,DOLLARS(millions),15374,15374
3188,2013,D,"Electricity, Gas, Water and Waste Services",b_1-5,Rolling mean employees,633,COUNT,15375,15375
3224,2017,D,"Electricity, Gas, Water and Waste Services",b_1-5,Rolling mean employees,696,COUNT,15376,15376
3282,2012,D,"Electricity, Gas, Water and Waste Services",f_50-99,Salaries and wages paid,73,DOLLARS(millions),15377,15377
3292,2013,D,"Electricity, Gas, Water and Waste Services",g_100-199,Salaries and wages paid,94,DOLLARS(millions),15378,15378
3475,2012,D,"Electricity, Gas, Water and Waste Services",a_0,"Sales, government funding, grants and subsidies",2107,DOLLARS(millions),15379,15379
3493,2014,D,"Electricity, Gas, Water and Waste Services",a_0,"Sales, government funding, grants and subsidies",C,DOLLARS(millions),15380,15380
3534,2018,D,"Electricity, Gas, Water and Waste Services",f_50-99,"Sales, government funding, grants and subsidies",638,DOLLARS(millions),15381,15381
3614,2016,E,Construction,e_20-49,Total assets,2481,DOLLARS(millions),15382,15382
3618,2016,E,Construction,i_Industry_Total,Total assets,31744,DOLLARS(millions),15383,15383
3701,2015,E,Construction,b_1-5,Total income,8578,DOLLARS(millions),15384,15384
3777,2012,E,Construction,f_50-99,Activity unit,135,COUNT,15385,15385
3852,2020,E,Construction,i_Industry_Total,Activity unit,66759,COUNT,15386,15386
3870,2011,E,Construction,i_Industry_Total,Total expenditure,30737,DOLLARS(millions),15387,15387
3896,2014,E,Construction,h_200+,Total expenditure,6076,DOLLARS(millions),15388,15388
4016,2017,E,Construction,b_1-5,Fixed tangible assets,1681,DOLLARS(millions),15389,15389
4058,2021,E,Construction,h_200+,Fixed tangible assets,1071,DOLLARS(millions),15390,15390
4066,2011,E,Construction,g_100-199,Rolling mean employees,5658,COUNT,15391,15391
4071,2012,E,Construction,c_6-9,Rolling mean employees,15294,COUNT,15392,15392
4075,2012,E,Construction,g_100-199,Rolling mean employees,6003,COUNT,15393,15393
4089,2014,E,Construction,c_6-9,Rolling mean employees,15426,COUNT,15394,15394
4141,2020,E,Construction,a_0,Rolling mean employees,0,COUNT,15395,15395
4218,2017,E,Construction,f_50-99,Salaries and wages paid,857,DOLLARS(millions),15396,15396
4240,2020,E,Construction,a_0,Salaries and wages paid,1753,DOLLARS(millions),15397,15397
4382,2013,E,Construction,h_200+,"Sales, government funding, grants and subsidies",6037,DOLLARS(millions),15398,15398
4457,2011,F,Wholesale Trade,b_1-5,Total assets,4192,DOLLARS(millions),15399,15399
4496,2015,F,Wholesale Trade,e_20-49,Total assets,7149,DOLLARS(millions),15400,15400
4520,2018,F,Wholesale Trade,b_1-5,Total assets,4811,DOLLARS(millions),15401,15401
4558,2011,F,Wholesale Trade,d_10-19,Total income,8044,DOLLARS(millions),15402,15402
4569,2012,F,Wholesale Trade,f_50-99,Total income,9693,DOLLARS(millions),15403,15403
4624,2018,F,Wholesale Trade,g_100-199,Total income,7708,DOLLARS(millions),15404,15404
4667,2012,F,Wholesale Trade,e_20-49,Activity unit,555,COUNT,15405,15405
4675,2013,F,Wholesale Trade,d_10-19,Activity unit,903,COUNT,15406,15406
4677,2013,F,Wholesale Trade,f_50-99,Activity unit,219,COUNT,15407,15407
4682,2014,F,Wholesale Trade,b_1-5,Activity unit,5709,COUNT,15408,15408
4839,2020,F,Wholesale Trade,f_50-99,Total expenditure,15382,DOLLARS(millions),15409,15409
4962,2012,F,Wholesale Trade,c_6-9,Rolling mean employees,7983,COUNT,15410,15410
5079,2014,F,Wholesale Trade,c_6-9,Salaries and wages paid,565,DOLLARS(millions),15411,15411
5169,2013,F,Wholesale Trade,c_6-9,Operating profit before tax,272,DOLLARS(millions),15412,15412
5215,2018,F,Wholesale Trade,d_10-19,Operating profit before tax,656,DOLLARS(millions),15413,15413
5265,2012,F,Wholesale Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",81051,DOLLARS(millions),15414,15414
5293,2016,F,Wholesale Trade,a_0,"Sales, government funding, grants and subsidies",6490,DOLLARS(millions),15415,15415
5300,2016,F,Wholesale Trade,h_200+,"Sales, government funding, grants and subsidies",30185,DOLLARS(millions),15416,15416
5312,2018,F,Wholesale Trade,b_1-5,"Sales, government funding, grants and subsidies",9127,DOLLARS(millions),15417,15417
5347,2011,G,Retail Trade,a_0,Total assets,1773,DOLLARS(millions),15418,15418
5391,2015,G,Retail Trade,i_Industry_Total,Total assets,24108,DOLLARS(millions),15419,15419
5423,2019,G,Retail Trade,e_20-49,Total assets,3009,DOLLARS(millions),15420,15420
5505,2017,G,Retail Trade,f_50-99,Total income,6489,DOLLARS(millions),15421,15421
5521,2019,G,Retail Trade,d_10-19,Total income,7092,DOLLARS(millions),15422,15422
5606,2017,G,Retail Trade,h_200+,Activity unit,126,COUNT,15423,15423
5672,2014,G,Retail Trade,b_1-5,Total expenditure,6749,DOLLARS(millions),15424,15424
5824,2020,G,Retail Trade,a_0,Fixed tangible assets,1168,DOLLARS(millions),15425,15425
5825,2020,G,Retail Trade,b_1-5,Fixed tangible assets,701,DOLLARS(millions),15426,15426
5857,2012,G,Retail Trade,g_100-199,Rolling mean employees,22485,COUNT,15427,15427
5931,2020,G,Retail Trade,i_Industry_Total,Rolling mean employees,217713,COUNT,15428,15428
6100,2017,G,Retail Trade,g_100-199,Operating profit before tax,291,DOLLARS(millions),15429,15429
6151,2012,G,Retail Trade,d_10-19,"Sales, government funding, grants and subsidies",5782,DOLLARS(millions),15430,15430
6168,2014,G,Retail Trade,c_6-9,"Sales, government funding, grants and subsidies",4444,DOLLARS(millions),15431,15431
6230,2021,G,Retail Trade,b_1-5,"Sales, government funding, grants and subsidies",8881,DOLLARS(millions),15432,15432
6265,2014,H,Accommodation and Food Services,a_0,Total assets,1798,DOLLARS(millions),15433,15433
6399,2017,H,Accommodation and Food Services,i_Industry_Total,Total income,14429,DOLLARS(millions),15434,15434
6406,2018,H,Accommodation and Food Services,g_100-199,Total income,944,DOLLARS(millions),15435,15435
6454,2013,H,Accommodation and Food Services,a_0,Activity unit,5205,COUNT,15436,15436
6486,2016,H,Accommodation and Food Services,f_50-99,Activity unit,177,COUNT,15437,15437
6529,2021,H,Accommodation and Food Services,d_10-19,Activity unit,2910,COUNT,15438,15438
6554,2013,H,Accommodation and Food Services,b_1-5,Total expenditure,1837,DOLLARS(millions),15439,15439
6595,2017,H,Accommodation and Food Services,g_100-199,Total expenditure,919,DOLLARS(millions),15440,15440
6607,2019,H,Accommodation and Food Services,a_0,Total expenditure,1134,DOLLARS(millions),15441,15441
6616,2020,H,Accommodation and Food Services,a_0,Total expenditure,1250,DOLLARS(millions),15442,15442
6635,2011,H,Accommodation and Food Services,b_1-5,Fixed tangible assets,1085,DOLLARS(millions),15443,15443
6640,2011,H,Accommodation and Food Services,g_100-199,Fixed tangible assets,746,DOLLARS(millions),15444,15444
6723,2020,H,Accommodation and Food Services,i_Industry_Total,Fixed tangible assets,11299,DOLLARS(millions),15445,15445
6735,2011,H,Accommodation and Food Services,c_6-9,Rolling mean employees,14796,COUNT,15446,15446
6746,2012,H,Accommodation and Food Services,e_20-49,Rolling mean employees,25023,COUNT,15447,15447
6787,2017,H,Accommodation and Food Services,a_0,Rolling mean employees,0,COUNT,15448,15448
6810,2019,H,Accommodation and Food Services,f_50-99,Rolling mean employees,14151,COUNT,15449,15449
6897,2018,H,Accommodation and Food Services,c_6-9,Salaries and wages paid,515,DOLLARS(millions),15450,15450
7002,2018,H,Accommodation and Food Services,i_Industry_Total,Operating profit before tax,1039,DOLLARS(millions),15451,15451
7003,2019,H,Accommodation and Food Services,a_0,Operating profit before tax,133,DOLLARS(millions),15452,15452
7050,2013,H,Accommodation and Food Services,c_6-9,"Sales, government funding, grants and subsidies",1180,DOLLARS(millions),15453,15453
7095,2018,H,Accommodation and Food Services,c_6-9,"Sales, government funding, grants and subsidies",1626,DOLLARS(millions),15454,15454
7141,2012,I,"Transport, Postal and Warehousing",d_10-19,Total assets,1114,DOLLARS(millions),15455,15455
7343,2012,I,"Transport, Postal and Warehousing",h_200+,Activity unit,60,COUNT,15456,15456
7380,2016,I,"Transport, Postal and Warehousing",i_Industry_Total,Activity unit,15858,COUNT,15457,15457
7395,2018,I,"Transport, Postal and Warehousing",f_50-99,Activity unit,147,COUNT,15458,15458
7416,2020,I,"Transport, Postal and Warehousing",i_Industry_Total,Activity unit,16278,COUNT,15459,15459
7447,2013,I,"Transport, Postal and Warehousing",d_10-19,Total expenditure,1196,DOLLARS(millions),15460,15460
7521,2021,I,"Transport, Postal and Warehousing",f_50-99,Total expenditure,2058,DOLLARS(millions),15461,15461
7532,2011,I,"Transport, Postal and Warehousing",h_200+,Fixed tangible assets,21466,DOLLARS(millions),15462,15462
7573,2016,I,"Transport, Postal and Warehousing",d_10-19,Fixed tangible assets,829,DOLLARS(millions),15463,15463
7800,2019,I,"Transport, Postal and Warehousing",f_50-99,Salaries and wages paid,600,DOLLARS(millions),15464,15464
7940,2013,I,"Transport, Postal and Warehousing",b_1-5,"Sales, government funding, grants and subsidies",1457,DOLLARS(millions),15465,15465
7973,2016,I,"Transport, Postal and Warehousing",h_200+,"Sales, government funding, grants and subsidies",12423,DOLLARS(millions),15466,15466
7979,2017,I,"Transport, Postal and Warehousing",e_20-49,"Sales, government funding, grants and subsidies",2159,DOLLARS(millions),15467,15467
8046,2013,J,Information Media and Telecommunications,i_Industry_Total,Total assets,23472,DOLLARS(millions),15468,15468
8218,2011,J,Information Media and Telecommunications,a_0,Activity unit,3456,COUNT,15469,15469
8225,2011,J,Information Media and Telecommunications,h_200+,Activity unit,18,COUNT,15470,15470
8273,2017,J,Information Media and Telecommunications,b_1-5,Activity unit,1161,COUNT,15471,15471
8289,2018,J,Information Media and Telecommunications,i_Industry_Total,Activity unit,5754,COUNT,15472,15472
8319,2011,J,Information Media and Telecommunications,c_6-9,Total expenditure,382,DOLLARS(millions),15473,15473
8494,2019,J,Information Media and Telecommunications,g_100-199,Fixed tangible assets,C,DOLLARS(millions),15474,15474
8518,2011,J,Information Media and Telecommunications,d_10-19,Rolling mean employees,1032,COUNT,15475,15475
8531,2012,J,Information Media and Telecommunications,h_200+,Rolling mean employees,22638,COUNT,15476,15476
8542,2014,J,Information Media and Telecommunications,a_0,Rolling mean employees,0,COUNT,15477,15477
8556,2015,J,Information Media and Telecommunications,f_50-99,Rolling mean employees,1881,COUNT,15478,15478
8580,2018,J,Information Media and Telecommunications,c_6-9,Rolling mean employees,1191,COUNT,15479,15479
8605,2021,J,Information Media and Telecommunications,a_0,Rolling mean employees,0,COUNT,15480,15480
8628,2012,J,Information Media and Telecommunications,f_50-99,Salaries and wages paid,198,DOLLARS(millions),15481,15481
8716,2011,J,Information Media and Telecommunications,d_10-19,Operating profit before tax,21,DOLLARS(millions),15482,15482
8838,2013,J,Information Media and Telecommunications,i_Industry_Total,"Sales, government funding, grants and subsidies",13191,DOLLARS(millions),15483,15483
8884,2019,J,Information Media and Telecommunications,a_0,"Sales, government funding, grants and subsidies",1160,DOLLARS(millions),15484,15484
8943,2014,K,Financial and Insurance Services,f_50-99,Total assets,6846,DOLLARS(millions),15485,15485
8961,2016,K,Financial and Insurance Services,f_50-99,Total assets,8133,DOLLARS(millions),15486,15486
8982,2018,K,Financial and Insurance Services,i_Industry_Total,Total assets,1160608,DOLLARS(millions),15487,15487
